text,is_related_to_Across_protocol
“Value is fungible” This is at the core of why intents are so fast ⛺ Learn more from @hal2001 about how Across works behind the curtain 👇,1
Seamless crosschain swaps made beautiful by @Uniswap 🦄 Powered by Across ⛺️,1
"ERC-7683 will unify Ethereum with crosschain interoperability ⛺ Created by  Across & @Uniswap , it provides a unified framework for intents-based systems to specify crosschain actions. Why should users and devs care?? ⛺ For users, ERC-7683 means: ☑️ Easier crosschain swaps ☑️ Better prices & faster trades ☑️ More options across multiple chains No more fragmented liquidity or clunky UX. The future of crosschain is here!",1
"Across will support @arbitrum Fast Withdrawals! Enabling rapid 15-min transfers vs the standard 7-day window, strengthening interoperability within the Orbit ecosystem for Across Relayers. Capital efficient for relayers⚡️Fast and secure for users",1
I remember the first time I used @Uniswap . I barely even understood why I needed to use it & was following some YouTube video stumbling through and hoping I wasn’t doing it wrong. Fast forward to today - we launched @AcrossProtocol in-app bridging on Uniswap - making a big step forward toward a more unified Ethereum. I’m immensely proud of the @AcrossProtocol team & the work we’re doing to build a more seamless user experience all across the space. And let me just tell you: we’re just getting started.,1
Our frens @ProtocolChi wanted to make crosschain minting seamless... That’s why they chose us 🤝 Simplify your web3 onboarding with Across 1-Click Intents ⛺,1
"New Across DAO proposal up for vote 🗳️ $ACX holders can vote on whether to support @SuperseedXYZ bridging routes ⚡ WETH, WBTC, USDC, USDT and DAI Vote here:",1
. @Bladeswapxyz joined the Across ecosystem ⛺️ Now enabling seamless asset bridging to and from @Blast ✔️ Native yield ✔️  Batch transactions More from them soon 👀,1
"Across x Permissionless 2024 📍 Stay tuned for clips, conference updates, & more",1
"Across DAO proposal ⚡ Vote to integrate Across into World Chain, enabling transfers of WETH, WBTC, and USDC between supported chains. $ACX holders, vote using the link below 🔽",1
"Onboarding the next 100M users to crypto is getting easier with apps like @payy_link Users can send and request payments effortlessly using stablecoins. The app now integrates Across to enable seamless cross-chain deposits from Arbitrum, Base, and ETH mainnet. 🛡️",1
DeFi platform @Sonar_Trade has integrated Across 🌉 Now enabling users to seamlessly bridge trading profits cross-chain enhancing capital efficiency. Who is next to integrate Across? 👀,1
"Let’s face it: Ethereum is fragmented, and cross-chain UX is broken. Is ERC-7683 the key to unifying Ethereum’s cross-chain ecosystem? Created by @Uniswap & Across, this new standard could be the solution we need. Here’s why it’s worth your attention",1
Intents can unify Ethereum: Intents are the only solution today that offers a 2-second user experience between L2s. Intent protocols like Across already have a median fill time of 3 seconds for L2-to-L2 transactions under $10k—which represents 99% of all L2 bridging activity. Intents can make the experience of using hundreds of L2s feel like one “unified Ethereum”.,1
"Users DESERVE fast & cheap transactions 🏎️ 🏁 Across redefines speed with lightning-fast transactions. ⚡ In a world where every second counts, why does bridging speed matter so much? Let’s explore some use cases… 🌐 Cross-Chain DeFi The 'bridge + action' approach from Across enables seamless cross-chain opportunities. For example, @YieldNestFi integrates our technology for efficient liquid staking and restaking across nine EVM-compatible blockchains, making it easy for users to maximize their yields.",1
